age,job,marital,education,housing,loan,month,duration,campaign,pdays,previous
56,blue-collar,married,basic.4y,no,no,jun,36,4,999,0
58,blue-collar,married,basic.4y,no,no,jun,326,1,999,0
52,admin.,married,high.school,no,no,nov,157,2,999,0
52,housemaid,married,basic.4y,no,no,jul,479,2,999,0
36,admin.,divorced,university.degree,yes,yes,jul,103,1,999,0
36,admin.,single,university.degree,yes,yes,nov,118,1,999,0
53,blue-collar,married,basic.4y,yes,no,aug,144,1,999,0
52,housemaid,married,basic.4y,yes,no,aug,197,2,999,0
47,technician,married,professional.course,yes,no,may,69,1,999,0
37,self-employed,divorced,university.degree,yes,no,may,596,1,999,0
25,blue-collar,single,basic.9y,yes,no,may,113,1,999,0
32,blue-collar,married,basic.6y,no,no,jul,59,1,999,0
34,admin.,single,university.degree,no,no,may,101,4,999,1
39,admin.,married,high.school,yes,no,jun,337,2,999,0
52,technician,married,professional.course,yes,yes,nov,285,2,999,1
48,admin.,single,university.degree,yes,no,jun,1082,1,999,0
48,entrepreneur,married,basic.9y,yes,no,jul,44,7,999,0
50,blue-collar,single,basic.9y,no,no,may,165,1,999,0
55,management,single,basic.4y,yes,no,jun,89,4,999,0
38,blue-collar,married,basic.9y,yes,no,nov,154,1,999,0
46,admin.,married,high.school,yes,no,aug,91,11,999,0
31,services,single,high.school,yes,no,may,206,1,999,0
27,technician,married,professional.course,no,no,jul,102,9,999,0
50,blue-collar,married,basic.4y,no,no,may,166,2,999,1
52,services,divorced,unknown,yes,yes,may,306,1,999,0
44,admin.,married,university.degree,yes,yes,may,398,7,999,0
35,technician,single,professional.course,yes,no,jul,577,6,6,1
47,management,divorced,basic.6y,yes,yes,may,353,1,999,0
32,admin.,single,university.degree,no,no,jul,152,6,999,0
34,services,married,basic.9y,yes,yes,may,437,2,999,1
40,admin.,single,high.school,no,yes,may,172,1,999,0
56,services,married,basic.4y,yes,yes,may,166,1,999,0
48,admin.,married,university.degree,yes,no,aug,321,3,999,0
42,admin.,married,basic.9y,yes,no,jul,163,2,999,0
48,admin.,divorced,high.school,yes,no,nov,309,1,999,0
39,entrepreneur,married,high.school,yes,no,jul,244,1,999,0
46,blue-collar,married,basic.9y,yes,no,nov,132,1,999,0
41,technician,married,basic.9y,yes,no,may,420,1,999,0
56,management,divorced,university.degree,no,no,jun,252,4,999,0
25,admin.,married,university.degree,no,no,mar,243,3,999,0
24,blue-collar,single,high.school,no,no,jul,482,2,999,0
24,services,single,high.school,yes,no,jun,920,2,999,0
39,technician,single,high.school,no,no,aug,177,3,999,0
42,management,married,basic.6y,yes,yes,nov,81,6,999,1
35,technician,single,university.degree,no,yes,aug,174,1,999,0
57,retired,single,high.school,no,no,may,53,1,999,0
29,services,married,unknown,yes,yes,jul,268,2,999,0
35,admin.,single,university.degree,yes,no,aug,176,4,999,0
37,blue-collar,married,basic.6y,yes,no,apr,724,2,999,0
42,technician,single,high.school,yes,no,jun,457,1,999,0
36,services,married,high.school,no,no,may,89,1,999,0
41,blue-collar,single,basic.6y,no,no,jul,92,1,999,0
47,blue-collar,married,basic.9y,yes,no,aug,110,3,999,0
47,blue-collar,married,basic.4y,yes,no,aug,729,4,999,0
44,blue-collar,married,basic.9y,yes,no,may,144,2,999,1
29,services,married,high.school,yes,no,may,87,6,999,1
58,management,married,university.degree,yes,yes,may,256,1,999,0
36,blue-collar,married,basic.4y,yes,no,nov,279,1,999,0
30,admin.,single,university.degree,yes,no,jul,256,2,999,0
46,admin.,single,university.degree,unknown,unknown,may,74,1,999,0
30,management,married,university.degree,unknown,unknown,jul,173,2,999,0
30,admin.,divorced,high.school,no,no,jun,13,10,999,0
40,admin.,divorced,university.degree,yes,no,may,380,1,999,0
27,blue-collar,single,basic.6y,yes,yes,jun,444,3,999,0
50,management,single,university.degree,no,no,jul,192,1,999,0
45,blue-collar,married,basic.6y,no,no,jul,636,2,999,0
52,housemaid,married,basic.4y,no,no,aug,149,3,999,0
35,blue-collar,married,high.school,yes,yes,may,83,1,999,0
41,blue-collar,married,basic.9y,no,yes,apr,251,1,999,1
41,admin.,married,university.degree,yes,no,aug,15,9,999,0
45,admin.,married,university.degree,no,no,jul,194,1,13,1
30,services,single,high.school,yes,no,may,70,3,999,0
62,retired,divorced,university.degree,yes,no,oct,129,3,999,0
34,blue-collar,single,high.school,no,no,jul,118,2,999,0
27,blue-collar,single,basic.6y,no,no,may,350,1,999,0
33,blue-collar,married,basic.9y,yes,no,jul,21,14,999,0
30,blue-collar,married,basic.9y,yes,no,nov,225,2,999,0
75,retired,divorced,basic.9y,no,no,mar,233,1,999,0
31,entrepreneur,married,high.school,yes,yes,nov,112,2,999,0
34,admin.,single,university.degree,no,no,jul,232,4,999,0
29,unemployed,divorced,high.school,no,no,oct,181,2,999,0
46,unemployed,married,basic.9y,unknown,unknown,jun,96,1,999,0
31,blue-collar,married,basic.9y,yes,no,may,122,1,999,1
27,technician,single,university.degree,yes,no,jul,258,3,999,0
32,admin.,single,professional.course,no,no,may,131,1,999,0
45,admin.,single,university.degree,no,no,may,582,1,3,1
31,admin.,single,high.school,yes,no,nov,59,1,999,0
25,technician,single,professional.course,no,no,may,22,1,999,0
33,blue-collar,single,basic.4y,yes,no,apr,108,2,999,0
30,services,single,high.school,yes,no,jul,70,6,999,0
29,unemployed,single,basic.4y,yes,no,nov,112,1,9,1
26,technician,single,high.school,yes,no,may,252,1,999,0
32,admin.,single,high.school,yes,no,may,212,6,999,0
29,technician,single,high.school,yes,no,aug,87,3,999,0
56,retired,married,basic.4y,no,no,jun,394,3,999,0
52,management,divorced,university.degree,no,yes,may,116,3,999,0
34,blue-collar,married,basic.6y,no,no,jun,61,1,999,0
45,blue-collar,married,basic.9y,no,no,may,135,1,999,0
57,technician,married,high.school,yes,no,may,758,1,999,1
30,admin.,married,university.degree,yes,no,aug,123,1,999,0
28,services,divorced,high.school,yes,no,may,225,2,999,0
26,technician,married,professional.course,yes,no,jun,181,2,999,0
33,management,married,university.degree,no,no,nov,133,1,999,0
24,services,single,professional.course,yes,no,jul,349,1,999,0
33,services,married,high.school,no,no,may,227,3,999,0
33,management,married,university.degree,no,yes,may,206,1,999,0
59,admin.,married,basic.4y,yes,no,jul,137,1,999,0
60,admin.,single,high.school,no,no,jun,118,1,999,0
25,student,single,high.school,yes,no,may,959,3,999,1
43,unemployed,single,university.degree,no,no,may,404,4,999,0
58,management,married,basic.4y,no,no,jun,301,2,999,0
47,technician,married,professional.course,no,no,aug,364,1,999,0
39,technician,single,professional.course,no,no,may,15,1,999,0
59,retired,married,basic.6y,no,no,jun,235,5,999,0
33,admin.,married,high.school,no,no,may,283,1,999,0
29,technician,married,high.school,no,no,jun,157,2,999,0
47,blue-collar,married,basic.4y,yes,no,may,352,1,999,0
24,admin.,married,professional.course,yes,no,apr,102,6,999,1
37,technician,married,professional.course,no,no,apr,181,2,999,0
36,admin.,divorced,high.school,yes,no,may,416,2,999,0
26,admin.,married,basic.9y,no,no,jul,878,2,999,0
59,entrepreneur,married,high.school,no,no,may,145,1,999,0
21,student,single,high.school,yes,no,apr,551,1,999,0
32,entrepreneur,married,high.school,yes,no,jul,240,1,999,0
37,admin.,married,high.school,no,yes,apr,463,1,999,1
47,technician,married,professional.course,no,no,jul,223,1,999,0
31,blue-collar,single,basic.4y,yes,no,jul,143,1,999,0
38,management,married,basic.9y,yes,no,nov,390,3,999,0
38,unemployed,single,high.school,yes,no,may,597,3,999,0
29,admin.,single,university.degree,no,no,oct,87,2,999,1
47,technician,married,professional.course,unknown,unknown,may,89,1,999,0
26,admin.,single,high.school,no,no,may,160,1,999,0
41,admin.,divorced,high.school,no,no,apr,620,1,999,0
35,technician,single,university.degree,yes,yes,aug,205,1,999,0
42,entrepreneur,married,basic.6y,no,no,may,179,2,999,0
36,technician,single,professional.course,no,no,aug,209,1,999,0
39,housemaid,married,basic.4y,no,no,jul,102,1,999,0
49,technician,married,university.degree,no,no,may,188,1,999,1
38,blue-collar,married,basic.6y,unknown,unknown,may,204,1,999,0
37,blue-collar,divorced,basic.9y,yes,no,apr,435,2,999,1
36,management,married,university.degree,yes,yes,mar,94,1,999,0
35,management,single,university.degree,no,no,may,296,2,999,0
47,admin.,married,university.degree,yes,no,aug,653,5,999,0
33,blue-collar,married,basic.9y,no,yes,jun,16,3,999,0
56,management,divorced,high.school,no,no,may,218,1,999,0
31,blue-collar,married,basic.9y,yes,yes,may,248,1,999,0
50,management,married,university.degree,no,no,aug,299,2,999,0
46,admin.,divorced,university.degree,yes,no,jun,165,2,999,0
38,technician,married,basic.4y,no,yes,apr,244,2,999,0
23,blue-collar,single,basic.9y,no,no,jul,250,4,999,1
56,retired,married,professional.course,yes,no,aug,202,5,999,0
43,management,married,university.degree,yes,no,apr,141,4,999,0
26,blue-collar,single,high.school,no,yes,jul,251,2,999,0
37,housemaid,single,professional.course,yes,no,jul,60,8,999,0
27,technician,single,professional.course,no,no,apr,72,1,999,0
39,services,single,high.school,yes,no,jun,1178,3,999,0
32,technician,single,university.degree,yes,no,aug,271,2,999,0
43,blue-collar,married,basic.9y,yes,no,may,247,6,999,0
33,admin.,single,university.degree,yes,no,aug,289,1,999,0
39,blue-collar,married,professional.course,yes,no,may,72,1,999,0
51,management,married,university.degree,yes,no,aug,249,1,999,0
47,housemaid,married,basic.9y,no,no,aug,135,1,999,0
51,blue-collar,married,basic.9y,yes,no,jun,159,1,999,0
36,management,married,unknown,yes,no,jul,171,1,999,0
29,blue-collar,married,basic.6y,no,no,may,481,2,999,0
61,unknown,single,basic.4y,yes,no,may,154,1,999,0
36,admin.,divorced,high.school,no,no,apr,197,1,999,0
30,blue-collar,married,high.school,yes,no,aug,252,1,999,0
38,blue-collar,married,basic.9y,no,no,jul,69,1,999,0
58,entrepreneur,married,basic.4y,yes,no,nov,73,1,999,0
46,self-employed,married,basic.6y,yes,no,nov,32,1,999,1
61,retired,married,basic.4y,yes,yes,aug,69,1,999,1
26,services,married,high.school,no,yes,may,676,3,999,0
51,blue-collar,married,basic.9y,no,no,may,279,1,999,0
32,services,married,high.school,no,no,jun,244,3,999,0
41,entrepreneur,married,university.degree,yes,no,may,239,3,999,0
30,management,married,university.degree,yes,no,mar,106,3,999,0
34,services,married,high.school,yes,no,may,15,3,999,0
42,unknown,married,unknown,yes,no,jul,48,9,999,0
53,technician,married,unknown,no,no,jun,51,2,999,0
33,admin.,married,university.degree,no,no,jul,145,2,999,0
35,blue-collar,married,high.school,yes,yes,jul,289,3,999,0
37,blue-collar,married,basic.4y,yes,no,may,151,2,999,0
31,blue-collar,married,basic.6y,yes,no,may,253,2,999,0
30,admin.,married,university.degree,no,no,may,294,4,999,0
41,blue-collar,married,basic.9y,yes,no,jun,119,3,999,0
39,housemaid,married,basic.4y,yes,no,aug,417,1,999,0
50,self-employed,married,professional.course,no,no,jul,73,7,999,0
25,admin.,single,professional.course,yes,no,apr,114,1,999,0
53,admin.,married,high.school,yes,no,nov,50,2,999,0
46,management,married,university.degree,yes,no,may,716,2,999,0
34,blue-collar,married,basic.9y,yes,no,may,26,1,999,0
47,unknown,divorced,basic.4y,no,no,may,94,1,999,0
41,admin.,married,basic.6y,no,no,apr,1203,2,999,1
59,retired,single,high.school,yes,no,jul,143,2,999,0
48,blue-collar,married,basic.9y,yes,no,aug,9,6,999,0
48,blue-collar,married,basic.9y,yes,no,may,36,1,999,0
45,admin.,married,unknown,no,no,aug,7,14,999,0
27,admin.,single,university.degree,no,no,mar,238,4,999,0
48,entrepreneur,single,university.degree,yes,no,jul,654,1,999,0
57,entrepreneur,married,professional.course,yes,no,aug,157,1,3,1
33,admin.,married,professional.course,yes,no,aug,130,2,999,0
37,management,single,university.degree,yes,no,jul,158,1,999,0
31,services,married,high.school,yes,no,jun,170,1,999,0
30,technician,single,university.degree,yes,no,may,722,1,999,0
53,blue-collar,married,basic.9y,yes,no,may,609,2,999,0
45,blue-collar,divorced,basic.4y,yes,no,may,190,1,999,1
35,self-employed,married,high.school,no,no,jul,187,3,999,0
26,admin.,single,university.degree,no,no,jul,196,1,9,3
33,management,married,university.degree,yes,no,aug,113,3,999,0
35,admin.,married,university.degree,yes,yes,may,280,3,999,0
35,admin.,married,university.degree,no,yes,aug,65,5,999,0
26,admin.,married,university.degree,yes,no,mar,76,2,999,0
42,technician,married,university.degree,no,no,aug,161,1,999,0
50,blue-collar,married,basic.6y,yes,no,aug,433,1,999,0
46,blue-collar,divorced,basic.4y,no,no,may,152,3,999,0
32,blue-collar,divorced,basic.9y,yes,no,nov,1025,2,999,0
45,admin.,married,high.school,no,no,jun,290,1,999,0
54,services,married,high.school,no,no,jul,82,1,999,0
48,services,single,high.school,no,no,apr,105,3,999,0
42,services,married,professional.course,no,no,jun,24,1,999,0
36,technician,single,basic.9y,yes,no,jun,227,2,999,0
21,student,single,high.school,no,no,may,97,2,999,1
23,student,single,basic.6y,no,no,jun,276,1,14,1
28,admin.,single,high.school,no,no,jul,154,1,999,0
60,retired,married,high.school,unknown,unknown,aug,590,2,999,0
36,services,single,high.school,yes,no,may,66,4,999,0
41,technician,married,professional.course,yes,no,aug,307,9,999,0
55,management,married,university.degree,yes,yes,jul,345,1,999,0
49,technician,divorced,unknown,unknown,unknown,jun,158,1,999,0
30,admin.,single,university.degree,yes,no,jul,121,1,999,0
32,technician,single,university.degree,yes,yes,may,693,5,999,1
60,retired,divorced,professional.course,yes,no,sep,63,1,999,2
50,admin.,married,high.school,no,yes,may,49,1,999,0
52,blue-collar,married,basic.4y,yes,no,aug,234,2,999,0
36,blue-collar,married,basic.6y,yes,no,nov,800,6,999,0
40,management,married,high.school,no,no,may,253,1,999,1
39,blue-collar,married,basic.6y,no,no,may,206,2,999,0
50,blue-collar,divorced,basic.4y,no,no,jul,150,5,999,0
35,blue-collar,married,high.school,no,no,may,180,2,999,0
34,admin.,single,university.degree,no,no,jul,182,1,999,0
32,admin.,married,university.degree,no,no,jul,46,4,999,0
48,blue-collar,married,basic.9y,yes,yes,may,64,4,999,1
46,technician,married,university.degree,no,yes,jun,993,6,999,0
36,services,married,high.school,no,no,may,291,2,999,0
82,retired,divorced,basic.4y,no,no,apr,529,1,6,2
37,services,single,high.school,no,no,may,96,5,999,0
35,admin.,divorced,high.school,no,no,may,133,1,999,0
28,admin.,single,high.school,yes,no,oct,83,2,999,3
45,admin.,married,university.degree,no,no,jul,9,7,999,0
55,admin.,single,university.degree,no,yes,nov,143,1,999,0
28,admin.,married,university.degree,yes,no,may,210,1,999,0
45,blue-collar,married,basic.9y,yes,no,may,54,2,999,0
48,admin.,divorced,university.degree,yes,no,jul,294,4,999,0
35,technician,single,professional.course,yes,yes,aug,259,1,999,0
77,retired,married,basic.4y,unknown,unknown,jul,218,2,3,1
42,admin.,married,professional.course,yes,no,nov,90,1,999,0
30,services,single,high.school,no,no,aug,366,2,999,0
30,admin.,married,university.degree,no,yes,may,234,2,999,0
35,management,married,university.degree,yes,no,nov,130,3,999,0
35,admin.,married,university.degree,yes,no,aug,417,1,999,0
43,admin.,married,university.degree,yes,no,aug,531,3,999,0
33,technician,married,professional.course,no,no,aug,922,7,999,0
30,technician,single,university.degree,no,no,may,293,4,999,0
41,admin.,married,high.school,yes,no,may,181,1,999,1
34,technician,married,professional.course,yes,no,jul,389,7,999,0
34,management,single,high.school,no,no,nov,292,3,999,0
57,admin.,married,unknown,yes,no,dec,391,2,999,0
48,admin.,divorced,high.school,no,no,may,233,2,999,0
48,blue-collar,married,basic.4y,no,yes,may,170,1,999,0
32,admin.,single,university.degree,yes,no,may,18,8,999,1
49,technician,divorced,professional.course,yes,no,jul,253,3,15,1
32,blue-collar,married,basic.6y,yes,no,may,165,3,999,0
39,technician,single,professional.course,no,no,jul,206,1,999,0
35,blue-collar,married,basic.4y,no,no,nov,169,2,999,0
33,housemaid,divorced,professional.course,yes,no,aug,321,1,999,0
25,blue-collar,single,basic.4y,yes,no,may,247,1,999,0
37,housemaid,married,university.degree,no,no,oct,453,1,6,2
46,blue-collar,married,basic.4y,yes,no,may,107,3,999,0
36,technician,married,professional.course,yes,no,may,180,2,999,0
36,admin.,married,unknown,yes,no,nov,235,3,999,0
39,housemaid,married,basic.9y,yes,no,may,935,3,999,0
26,technician,single,high.school,yes,no,jul,538,1,999,0
43,technician,single,professional.course,no,no,jul,87,5,999,0
48,unknown,married,unknown,yes,no,jul,198,4,999,0
52,management,divorced,university.degree,no,no,jun,20,1,999,0
42,admin.,single,university.degree,yes,yes,jul,122,1,999,0
39,technician,divorced,professional.course,yes,no,aug,1134,1,999,0
34,technician,married,professional.course,unknown,unknown,may,35,3,999,0
